id,root,affix,confidence,info,pos,tense,person,cases,singular,plural,question,negative,lexical_affixes,syntactical_affixes
498,yur/uxla,(i)shingdan,1,"",,,,Chiqish,,,,,,
512,yur/uxla,(i)shingga,1,"",,,,Jonalish,,,,,,
623,yur/uxla,(i)shinggacha,1,"",,,,Jonalish,,,,,,
485,yur/uxla,(i)shingiz,1,"",,,,,,,,,,
501,yur/uxla,(i)shingizda,1,"",,,,Orin-payt,,,,,,
502,yur/uxla,(i)shingizdan,1,"",,,,Chiqish,,,,,,
511,yur/uxla,(i)shingizga,1,"",,,,Jonalish,,,,,,
628,tur/uxla,(i)shingizgacha,1,"",,,,Jonalish,,,,,,
499,yur/uxla,(i)shingizni,1,"",,,,Tushum,,,,,,
500,yur/uxla,(i)shingizning,1,"",,,,Qaratqich,,,,,,
495,yur/uxla,(i)shingni,1,"",,,,Tushum,,,,,,
496,yur/uxla,(i)shingning,1,"",,,,Qaratqich,,,,,,
547,qo'shil/sakra,(i)shini,1,"",,,,Tushum,,,,,,
557,qo'shil/sakra,(i)shmagan,1,"",Fel,,,,,,,,,
559,qo'shil/sakra,(i)shmagandi,1,"",Fel,,,,,,,,,
562,qo'shil/sakra,(i)shmagani,1,"",Fel,,,Tushum,,,,,,
560,qo'shil/sakra,(i)shmaganing,1,"",Fel,,,Qaratqich,,,,,,
561,qo'shil/sakra,(i)shmaganingiz,1,"",Fel,,,Qaratqich,,,,,,
558,qo'shil/sakra,(i)shmaganligi,1,"",Fel,,,,,,,,,
479,yur/uxla,(i)shni,1,"",,,,Tushum,,,,,,
480,yur/uxla,(i)shning,1,"",,,,Qaratqich,,,,,,
220,u/siz/biz/kim/sen/men,(n)iki,1,"biz{niki}, sen{iki}. Qoida: agar n xarfi bilan tugasa {iki}, aks holda {niki} qo'shiladi.",,,,,,,,,,
223,u/siz/biz/sen/men,(n)ikichalik,1,"(n)ikicha degan qushimcha bo'lmaydi, (n)iki{cha}+{lik} birga qo'shilib keladi.",,,,,,,,,,
647,u/siz/biz/kim/sen/men,(n)ikidan,1,"shu yerda (n) qirqish uchun qoida chiqarish yoki baza kiritish kerak",,,,,,,,,,
222,u/siz/biz/kim/sen/men,(n)ikidir,1,"biz{niki}, sen{iki}. Qoida: agar n xarfi bilan tugasa {iki}, aks holda {niki} qo'shiladi.",,,,,,,,,,
221,u/siz/biz/kim/sen/men,(n)ikimi,1,"biz{niki}, sen{iki}. Qoida: agar n xarfi bilan tugasa {iki}, aks holda {niki} qo'shiladi.",,,,,,,1,,,
5,opa,(S)i,1,"",,,,,,,,,,
173,kitob/baho,(S)ida,1,"",,,,Orin-payt,,,,,,
684,opa/kitob,(S)idagi,1,"",,,,,,,,,,
170,kitob/baho,(S)idan,1,"",,,,Chiqish,,,,,,
169,kitob/baho,(S)iga,1,"",,,,Jonalish,,,,,,
50,dada,(S)iman,1,"",,,,,,,,1,,
38,kitob/dada,(S)imi,1,"",,,,,,,1,,,
52,o'qituvchi,(S)imisan,1,"",,,,,,,1,,,
51,o'qituvchi,(S)imisiz,1,"",,,,,,,1,,,
171,kitob/baho,(S)ini,1,"",,,,Tushum,,,,,,
172,kitob/baho,(s)ining,1,"",,,,Qaratqich,,,,,,
49,dada,(s)isiz,1,"",,,,,,,,,,
153,ayt/qil/ishla,(t)Tir,1,"T:{t,d} Qoida: Tir odatda undosh harflardan keyin qushilyapti, ttir shaklida keladi faqat, t kelmaganda tir/dir shaklida bo'lishi mumkin",,,,,,,,,,
633,yugur/qil/uxla,(t)Tirayotganda,1,"t qo'shilsa faqat T->tir shaklida qo'shiladi",Fel,,,Orin-payt,,,,,,
604,ayt/qil/ishla,(t)Tirdi,1,"{t} FEL nisbatidan keyin {tir} nisbati qushilganda suz bu bn tugay olmaydi, masalan {ishla+t+tir} ishlattir degan suz bulmaydi",,,,,,,,,,
606,ayt/qil/ishla,(t)Tirdik,1,"",,,,,,,,,,
591,ayt/qil/ishla,(t)Tirdikmi,1,"",,,,,,,,,,
582,ayt/qil/ishla,(t)Tirdilar,1,"",,,,,,1,,,,
605,ayt/qil/ishla,(t)Tirdim,1,"",,,,,,,,,,
577,ayt/qil/ishla,(t)Tirdimi,1,"",,,,,,,,,,
592,ayt/qil/ishla,(t)Tirdimmi,1,"",,,,,,,,,,
607,ayt/qil/ishla,(t)Tirding,1,"",,,,,,,,,,
608,ayt/qil/ishla,(t)Tirdingiz,1,"",,,,,,,,,,
589,ayt/qil/ishla,(t)Tirdingizmi,1,"",,,,,,,,,,
590,ayt/qil/ishla,(t)Tirdingmi,1,"",,,,,,,,,,
575,ayt/qil/ishla,(t)Tirgan,1,"",Fel,,,,,,,,,
434,ayt/qil/ishla,(t)Tirgandi,1,"FEL nisbat",Fel,,,,,,,,,
436,ayt/qil/ishla,(t)Tirgandilar,1,"FEL nisbat",Fel,,,,,1,,,,
437,ayt/qil/ishla,(t)Tirganding,1,"FEL nisbat",Fel,,,,,,,,,
438,ayt/qil/ishla,(t)Tirgandingiz,1,"FEL nisbat",Fel,,,,,,,,,
435,ayt/qil/ishla,(t)Tirganmidi,1,"FEL nisbat",Fel,,,,,,,,,
440,ayt/qil/ishla,(t)Tirganmiding,1,"FEL nisbat",Fel,,,,,,,,,
439,ayt/qil/ishla,(t)Tirganmidingiz,1,"FEL nisbat",Fel,,,,,,,,,
609,ayt/qil/ishla,(t)Tirildi,1,"{t+tir+il}+di 3 ta FEL nisbati",,,,,,,,,,
611,ayt/qil/ishla,(t)Tirildimi,1,"",,,,,,,,,,
610,ayt/qil/ishla,(t)Tirilgan,1,"",Fel,,,,,,,,,
619,ayt/qil/ishla,(t)Tirilgandim,1,"",Fel,,,,,,,,,
620,ayt/qil/ishla,(t)Tirilganding,1,"",Fel,,,,,,,,,
621,ayt/qil/ishla,(t)Tirilgandingiz,1,"t+tir buladi yoki T{t,d} tir/dir bulishi mumkin",Fel,,,,,,,,,
618,ayt/qil/ishla,(t)Tirilganim,1,"",Fel,,,Tushum,,,,,,
616,ayt/qil/ishla,(t)Tirilganing,1,"",Fel,,,Qaratqich,,,,,,
617,ayt/qil/ishla,(t)Tirilganingiz,1,"",Fel,,,Qaratqich,,,,,,
612,ayt/qil/ishla,(t)Tirilganmi,1,"",Fel,,,,,,,,,
613,ayt/qil/ishla,(t)Tirilganmidik,1,"",Fel,,,,,,,,,
614,ayt/qil/ishla,(t)Tirilganmiding,1,"",Fel,,,,,,,,,
615,ayt/qil/ishla,(t)Tirilganmidingiz,1,"",Fel,,,,,,,,,
593,ayt/qil/ishla,(t)Tirmadi,1,"",,,,,,,,,,
594,ayt/qil/ishla,(t)Tirmadik,1,"",,,,,,,,,,
595,ayt/qil/ishla,(t)Tirmading,1,"",,,,,,,,,,
596,ayt/qil/ishla,(t)Tirmadingiz,1,"",,,,,,,,,,
597,ayt/qil/ishla,(t)Tirmagan,1,"",Fel,,,,,,,,,
598,ayt/qil/ishla,(t)Tirmagandi,1,"",Fel,,,,,,,,,
601,ayt/qil/ishla,(t)Tirmagandik,1,"",Fel,,,,,,,,,
602,ayt/qil/ishla,(t)Tirmagandim,1,"",Fel,,,,,,,,,
599,ayt/qil/ishla,(t)Tirmaganding,1,"",Fel,,,,,,,,,
600,ayt/qil/ishla,(t)Tirmagandingiz,1,"",Fel,,,,,,,,,
631,ayt/qil/ishla,(t)Tirmoq,1,"(t) qushilgan ustunlik T->tir shaklida qushiladi",,,,,,,,,,
6,kitob/toq/burchak,Ga,0.1,"G{g,k,q} kitobga/burchakka/toqqa",,,,Jonalish,,,,,,
442,yugur/uxla/ek/chiq,Gach,1,"",,,,,,,,,,
443,yugur/uxla/ek/chiq,Gachgina,1,"",,,,,,,,,,
80,bor/kuyla/chiq/cho'k,Gan,0.1,"utgan zamon",,,,,,,,,,
150,yugur/sakra/ek/chiq,Gancha,1,"G:{g,k,q}",,,,,,,,,,
470,yugur/uxla/ek/chiq,Ganchalik,1,"sakra{ganchalik}",,,,,,,,,,
458,yugur/uxla/ek/chiq,Ganda,1,"",,,,Orin-payt,,,,,,
457,yugur/uxla/ek/chiq,Gandan,1,"",,,,Chiqish,,,,,,
81,bor/kuyla/chiq/cho'k,Gandi,1,"utgan zamon",,,,,,,,,,
83,bor/kuyla/chiq/cho'k,Gandik,1,"utgan zamon",,,,,,,,,,
84,bor/kuyla/chiq/cho'k,Gandilar,1,"utgan zamon",,,,,,1,,,,
82,bor/kuyla/chiq/cho'k,Gandim,1,"utgan zamon",,,,,,,,,,
106,bor/kuyla/chiq/cho'k,Ganding,1,"",,,,,,,,,,
108,bor/kuyla/chiq/cho'k,Gandingmi,1,"",,,,,,,1,,,
269,bor/ayt/chiq,Gani,1,"G:{g,k,q} bor{gani}, chiq{qani}",,,,Tushum,,,,,,
266,bor/ayt/chiq,Ganida,1,"Q:{g,q} bor{ganida}, chiq{qanida}",,,,Orin-payt,,,,,,
272,bor/ayt/chiq,Ganidan,1,"Q:{g,q} ayt{ganidan}, chiq{qanidan}",,,,Chiqish,,,,,,
290,o'yla/ayt/chiq/cho'k,Ganim,1,"Q:{g,k,q}",,,,Tushum,,,,,,
293,o'yla/ayt/chiq/cho'k,Ganimda,1,"Q:{g,k,q}",,,,Orin-payt,,,,,,
292,o'yla/ayt/chiq/cho'k,Ganimdan,1,"Q:{g,k,q}",,,,Chiqish,,,,,,
462,yugur/uxla/ek/chiq,Ganimday,1,"",,,,Orin-payt,,,,,,
287,o'yla/ayt/chiq,Ganimdek,1,"Q:{g,k,q}",,,,Tushum,,,,,,
426,yugur/uxla/ek/chiq,Ganimiz,1,"",,,,Tushum,,,,,,
427,yugur/uxla/ek/chiq,Ganimizda,1,"",,,,Orin-payt,,,,,,
430,yugur/uxla/ek/chiq,Ganimizdagina,1,"G:{g,k,q}",,,,Orin-payt,,,,,,
431,yugur/uxla/ek/chiq,Ganimizday,1,"",,,,Orin-payt,,,,,,
468,yugur/uxla/ek/chiq,Ganimizdek,1,"",,,,Tushum,,,,,,
428,yugur/uxla/ek/chiq,Ganimizni,1,"",,,,Tushum,,,,,,
429,yugur/uxla/ek/chiq,Ganimiznigina,1,"",,,,Tushum,,,,,,
288,o'yla/ayt/chiq,Ganimni,1,"Q:{g,k,q}",,,,Tushum,,,,,,
473,yugur/uxla/ek/chiq,Ganimnigina,1,"",,,,Tushum,,,,,,
472,yugur/uxla/ek/chiq,Ganimning,1,"",,,,Qaratqich,,,,,,
102,bor/kuyla/chiq/cho'k,Ganing,1,"",,,,Qaratqich,,,,,,
104,bor/kuyla/chiq/cho'k,Ganingda,1,"",,,,Orin-payt,,,,,,
103,bor/kuyla/chiq/cho'k,Ganingdan,1,"",,,,Chiqish,,,,,,
463,yugur/uxla/ek/chiq,Ganingday,1,"",,,,Orin-payt,,,,,,
466,yugur/uxla/ek/chiq,Ganingdek,1,"",,,,Qaratqich,,,,,,
105,bor/kuyla/chiq/cho'k,Ganingga,1,"",,,,Jonalish,,,,,,
146,bor/kuyla/chiq/cho'k,Ganingiz,1,"",,,,Qaratqich,,,,,,
464,yugur/uxla/ek/chiq,Ganingizday,1,"",,,,Orin-payt,,,,,,
465,yugur/uxla/ek/chiq,Ganingizdek,1,"",,,,Qaratqich,,,,,,
148,bor/kuyla/chiq/cho'k,Ganingizni,1,"",,,,Qaratqich,,,,,,
475,yugur/uxla/ek/chiq,Ganingiznigina,1,"",,,,Qaratqich,,,,,,
452,yugur/uxla/ek/chiq,Ganinglar,1,"",,,,Qaratqich,,1,,,,
454,yugur/uxla/ek/chiq,Ganinglarda,1,"",,,,Orin-payt,,1,,,,
455,yugur/uxla/ek/chiq,Ganinglardan,1,"",,,,Chiqish,,1,,,,
453,yugur/uxla/ek/chiq,Ganinglarni,1,"",,,,Qaratqich,,1,,,,
274,bor/ayt/chiq,Ganingni,1,"Q:{g,q} ayt{ganingni}, chiq{qaningni}",,,,Qaratqich,,,,,,
474,yugur/uxla/ek/chiq,Ganingnigina,1,"",,,,Qaratqich,,,,,,
271,bor/ayt/chiq,Ganini,1,"Q:{g,q} bor{ganini}, chiq{qanini}",,,,Tushum,,,,,,
275,bor/ayt/chiq,Ganlari,1,"Q:{g,q} ayt{ganlari}, chiq{qanlari}",,,,,,1,,,,
228,yugur/bor/chiq,Ganlarida,1,"Q:{g,q}",,,,Orin-payt,,1,,,,
227,yugur/bor/chiq,Ganlaridan,1,"Q:{g,q}",,,,Chiqish,,1,,,,
289,o'yla/ayt/chiq/cho'k,Ganlarim,1,"Q:{g,k,q}",,,,,,1,,,,
423,yugur/uxla/ek/chiq,Ganlarimiz,1,"",,,,,,1,,,,
424,yugur/uxla/ek/chiq,Ganlarimizni,1,"",,,,Tushum,,1,,,,
655,kel/kuyla,Ganlaring,1,"",,,,,,,,,,
662,kel/kuyla,Ganlaringda,1,"",,,,,,,,,,
663,kel/kuyla,Ganlaringdan,1,"",,,,,,,,,,
654,kel/kuyla,Ganlaringiz,1,"",,,,,,,,,,
664,kel/kuyla,Ganlaringni,1,"",,,,,,,,,,
229,yugur/yig'la/chiq,Ganlarini,1,"Q:{g,q}",,,,Tushum,,1,,,,
652,kel/kuyla,Ganlarni,1,"",,,,,,,,,,
524,yugur/ek/chiq/sakra,Ganligini,1,"G:{g,k,q}",,,,Tushum,,,,,,
86,bor/kuyla/chiq/cho'k,Ganmi,1,"",,,,,,,1,,,
85,bor/kuyla/chiq/cho'k,Ganmidi,1,"",,,,,,,1,,,
231,yugur/yig'la/chiq,Ganmidik,1,"Q:{g,q}",,,,,,,1,,,
297,o'yla/ayt/chiq/cho'k,Ganmidilar,1,"Q:{g,k,q}",,,,,,1,1,,,
294,o'yla/ayt/chiq/cho'k,Ganmidim,1,"Q:{g,k,q}",,,,,,,1,,,
295,o'yla/ayt/chiq/cho'k,Ganmiding,1,"Q:{g,k,q}",,,,,,,1,,,
296,o'yla/ayt/chiq/cho'k,Ganmidingi,1,"Q:{g,k,q}",,,,,,,1,,,
87,bor/kuyla/chiq/cho'k,Ganmidingiz,1,"",,,,,,,1,,,
237,yugur/yig'la/chiq,Ganmisan,1,"Q:{g,q}",,,,,,,1,,,
406,ayt/ek/chiq,Ganmish,1,"G:{g,k,q} FEL. Gumon manosida",,Otgan,,,,,1,,,
236,yugur/yig'la/chiq,Ganmisiz,1,"Q:{g,q}",,,,,,,1,,,
96,bor/kuyla/chiq/cho'k,Ganmiz,1,"",,,,,,,1,,,
235,yugur/yig'la/chiq,Ganmizmi,1,"Q:{g,q}",,,,,,,1,,,
459,yugur/uxla/ek/chiq,Ganni,1,"",,,,Tushum,,,,,,
97,bor/kuyla/chiq/cho'k,Gansiz,1,"",,,,,,,,,,
240,yugur/yig'la/chiq,Gansizmi,1,"Q:{g,q}",,,,,,,1,,,
214,ayt/kuyla,Gay,0.1,"Q:{g,q} aytgay, chiqqay. Qoida: q dan boshqa harf bulan tugasa {g}, q bn tugasas {q} bilan keladi.",,,,,,,,,,
446,yugur/uxla/ek/chiq,Gudek,1,"",,,,,,,,,,
445,yugur/uxla/ek/chiq,Guncha,1,"",,,,,,,,,,
212,ayt/kuyla,Y,0.1,"Y:{a,y} ayta, kuylay, (sakray boshladi, ayta boshladi) Qoida: undoshdan sung {a}, unlidan sung {y} keladi.",,,,,,,,,,
372,o'tir/kuyla,Ydi,0.1,"o'tir{adi}, kuyla{ydi} Qoida: undosh bilan tugasa (a), unli bilan tugasa (y) holida qo'shimcha yasaladi",,,,,,,,,,
371,o'tir/kuyla,Ydigan,1,"o'tir{adigan}, kuyla{ydigan} Qoida: undosh bilan tugasa (a), unli bilan tugasa (y) holida qo'shimcha yasaladi",Fel,,,,,,,,,
373,o'tir/kuyla,Ydilar,1,"o'tir{adilar}, kuyla{ydilar}",,,,,,1,,,,
374,yugur/kuyla,Ydimi,1,"yugur{adimi}, kuyla{ydimi}",,,,,,,1,,,
668,ayt/ishla,Yman,1,"Qoida: undoshda a, unlida y buladi aytamiz, ishlaymiz",,,,,,,,,,
669,ayt/ishla,Ymanmi,1,"Qoida: undoshda a, unlida y buladi aytamiz, ishlaymiz",,,,,,,,,,
666,ayt/ishla,Ymiz,1,"Qoida: undoshda a, unlida y buladi aytamiz, ishlaymiz",,,,,,,,,,
667,ayt/ishla,Ymizmi,1,"Qoida: undoshda a, unlida y buladi aytamiz, ishlaymiz",,,,,,,,,,
670,ayt/ishla,Ysan,1,"Qoida: undoshda a, unlida y buladi aytamiz, ishlaymiz",,,,,,,,,,
671,ayt/ishla,Ysanmi,1,"Qoida: undoshda a, unlida y buladi aytamiz, ishlaymiz",,,,,,,,,,
672,ayt/ishla,Ysiz,1,"Qoida: undoshda a, unlida y buladi aytamiz, ishlaymiz",,,,,,,,,,
673,ayt/ishla,Ysizmi,1,"Qoida: undoshda a, unlida y buladi aytamiz, ishlaymiz",,,,,,,,,,
392,uch/besh,ala,0.1,"Sonlar uchun: uch{ala}, besh{ala}",Son,,,,,,,,,
7,kitob,da,0.1,"",,,,Orin-payt,,,,,,
165,siz/biz,dagi,1,"",,,,Orin-payt,,,,,,
